Longitude,Latitude,Field,Dataset,Product,Obj. Id,Track(deg),Swth Wdth(ft),Distance(ft),Duration(s),Elevation(ft),Area Count,Speed(mph),Diff Status,Time,X Offset(ft),Y Offset(ft),Satellites,Hding Veh(deg),Diff Status,Active Rows((1)),VDOP,HDOP,PDOP,Crop Flw(M)(lb/s),Moisture(%),Grain Temp(°F),Elvtr Speed(rpm),Pass Num,Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Prod(ac/h),Crop Flw(V)(bu/h),Date
-86.98572627,40.46800538,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,670,91.67,20.00,5.689,1.000,702.65,On,3.879,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.50,12.35,-459.67,0.00,13,4017.9,66.95,4017.9,66.95,9.403,629.60,10/19/2021
-86.98570577,40.46800487,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,671,91.82,20.00,5.722,1.000,702.46,On,3.901,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.95,12.32,-459.67,0.00,13,4169.6,69.48,4169.6,69.48,9.458,657.15,10/19/2021
-86.98568547,40.46800415,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,672,92.06,20.00,5.656,1.000,702.51,On,3.857,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,11.35,12.32,-459.67,0.00,13,4370.6,72.83,4370.6,72.83,9.349,680.91,10/19/2021
-86.98566479,40.46800374,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,673,91.76,20.00,5.755,1.000,702.60,On,3.924,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,11.93,12.32,-459.67,0.00,13,4514.0,75.22,4514.0,75.22,9.512,715.50,10/19/2021
-86.98564453,40.46800347,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,674,91.11,20.00,5.624,1.000,702.64,On,3.834,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,12.07,12.24,-459.67,0.00,13,4676.6,77.93,4676.6,77.93,9.295,724.36,10/19/2021
-86.98562409,40.46800333,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,675,90.78,20.00,5.689,1.000,702.61,On,3.879,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,12.55,12.32,-459.67,0.00,13,4804.7,80.06,4804.7,80.06,9.403,752.88,10/19/2021
-86.98560375,40.46800306,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,676,90.92,20.00,5.656,1.000,702.81,On,3.857,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,11.85,12.32,-459.67,0.00,13,4563.6,76.05,4563.6,76.05,9.349,710.98,10/19/2021
-86.98558294,40.46800277,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,677,90.81,20.00,5.788,1.000,702.74,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.81,12.32,-459.67,0.00,13,4066.3,67.76,4066.3,67.76,9.566,648.21,10/19/2021
-86.98556254,40.46800236,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,678,91.46,20.00,5.689,1.000,702.75,On,3.879,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.658,12.32,-459.67,0.00,13,3697.5,61.62,3697.5,61.62,9.403,579.40,10/19/2021
-86.98554183,40.46800183,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,679,91.58,20.00,5.755,1.000,702.66,On,3.924,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.20,12.31,-459.67,0.00,13,3860.8,64.34,3860.8,64.34,9.512,611.96,10/19/2021
-86.98552137,40.46800170,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,680,91.00,20.00,5.689,1.000,702.62,On,3.879,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,11.47,12.31,-459.67,0.00,13,4391.1,73.17,4391.1,73.17,9.403,688.07,10/19/2021
-86.98550063,40.46800144,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,681,90.94,20.00,5.788,1.000,702.53,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.10,12.31,-459.67,0.00,13,3800.7,63.33,3800.7,63.33,9.566,605.87,10/19/2021
-86.98548002,40.46800115,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,682,91.13,20.00,5.722,1.000,702.37,On,3.901,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.826,12.31,-459.67,0.00,13,3740.1,62.32,3740.1,62.32,9.458,589.44,10/19/2021
-86.98545953,40.46800093,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,683,90.95,20.00,5.689,1.000,702.31,On,3.879,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.698,12.31,-459.67,0.00,13,3329.9,55.49,3329.9,55.49,9.403,521.79,10/19/2021
-86.98543868,40.46800068,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,684,91.03,20.00,5.788,1.000,702.27,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.940,12.31,-459.67,0.00,13,2988.0,49.79,2988.0,49.79,9.566,476.32,10/19/2021
-86.98541828,40.46800032,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,685,90.96,20.00,5.689,1.000,702.21,On,3.879,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.943,12.31,-459.67,0.00,13,2275.2,37.91,2275.2,37.91,9.403,356.52,10/19/2021
-86.98539753,40.46800017,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,686,91.00,20.00,5.788,1.000,702.07,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.319,12.31,-459.67,0.00,13,2001.6,33.35,2001.6,33.35,9.566,319.07,10/19/2021
-86.98537706,40.46799990,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,687,90.80,20.00,5.689,1.000,701.95,On,3.879,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.986,12.31,-459.67,0.00,13,760.44,12.67,760.44,12.67,9.403,119.16,10/19/2021
-86.98541477,40.46818713,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,688,271.11,20.00,6.477,1.000,702.78,On,4.416,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.281,12.58,-459.67,0.00,14,3121.3,52.01,3121.3,52.01,10.70,556.80,10/19/2021
-86.98543750,40.46818702,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,689,270.06,20.00,6.312,1.000,702.94,On,4.304,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.921,12.62,-459.67,0.00,14,3423.0,57.04,3423.0,57.04,10.43,595.15,10/19/2021
-86.98546077,40.46818702,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,690,270.25,20.00,6.477,1.000,703.09,On,4.416,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.370,12.32,-459.67,0.00,14,3150.9,52.51,3150.9,52.51,10.70,562.09,10/19/2021
-86.98548370,40.46818705,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,691,270.46,20.00,6.378,1.000,703.10,On,4.349,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.245,12.32,-459.67,0.00,14,2815.6,46.92,2815.6,46.92,10.54,494.64,10/19/2021
-86.98550659,40.46818717,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,692,270.63,20.00,6.378,1.000,703.15,On,4.349,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.025,12.32,-459.67,0.00,14,2740.3,45.66,2740.3,45.66,10.54,481.41,10/19/2021
-86.98552963,40.46818772,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,693,271.25,20.00,6.411,1.000,702.95,On,4.371,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.122,12.42,-459.67,0.00,14,2759.3,45.98,2759.3,45.98,10.60,487.23,10/19/2021
-86.98555251,40.46818791,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,694,270.79,20.00,6.378,1.000,703.00,On,4.349,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.231,12.32,-459.67,0.00,14,2810.8,46.84,2810.8,46.84,10.54,493.79,10/19/2021
-86.98557559,40.46818800,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,695,270.55,20.00,6.411,1.000,703.00,On,4.371,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.526,12.32,-459.67,0.00,14,2896.7,48.27,2896.7,48.27,10.60,511.50,10/19/2021
-86.98559870,40.46818836,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,696,271.05,20.00,6.444,1.000,702.96,On,4.393,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.488,12.32,-459.67,0.00,14,3207.0,53.44,3207.0,53.44,10.65,569.20,10/19/2021
-86.98562156,40.46818860,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,697,270.97,20.00,6.378,1.000,703.02,On,4.349,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.560,12.32,-459.67,0.00,14,3264.4,54.40,3264.4,54.40,10.54,573.48,10/19/2021
-86.98564486,40.46818891,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,698,270.78,20.00,6.477,1.000,702.86,On,4.416,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.54,12.32,-459.67,0.00,14,3544.2,59.06,3544.2,59.06,10.70,632.23,10/19/2021
-86.98566788,40.46818889,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,699,270.28,20.00,6.411,1.000,702.99,On,4.371,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.65,12.32,-459.67,0.00,14,3619.2,60.31,3619.2,60.31,10.60,639.08,10/19/2021
-86.98569119,40.46818871,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,700,269.86,20.00,6.477,1.000,702.95,On,4.416,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.84,12.32,-459.67,0.00,14,3646.2,60.76,3646.2,60.76,10.70,650.43,10/19/2021
-86.98571405,40.46818851,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,701,269.81,20.00,6.378,1.000,702.93,On,4.349,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.99,12.28,-459.67,0.00,14,3751.3,62.51,3751.3,62.51,10.54,659.01,10/19/2021
-86.98573708,40.46818847,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,702,269.94,20.00,6.411,1.000,703.05,On,4.371,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,11.77,12.32,-459.67,0.00,14,3998.2,66.63,3998.2,66.63,10.60,706.00,10/19/2021
-86.98576010,40.46818841,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,703,270.02,20.00,6.411,1.000,702.99,On,4.371,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.44,12.32,-459.67,0.00,14,3545.4,59.08,3545.4,59.08,10.60,626.05,10/19/2021
-86.98578285,40.46818842,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,704,269.98,20.00,6.345,1.000,703.21,On,4.326,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.945,12.32,-459.67,0.00,14,2383.7,39.72,2383.7,39.72,10.49,416.61,10/19/2021
-86.98580612,40.46818849,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,705,270.07,20.00,6.477,1.000,703.21,On,4.416,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.534,12.62,-459.67,0.00,14,2869.8,47.82,2869.8,47.82,10.70,511.93,10/19/2021
-86.98582884,40.46818853,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,706,270.10,20.00,6.312,1.000,703.15,On,4.304,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,3.299,12.68,-459.67,0.00,14,1138.1,18.97,1138.1,18.97,10.43,197.88,10/19/2021
-86.98593784,40.46817238,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,707,245.50,20.00,6.312,1.000,703.52,On,4.304,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.448,12.70,-459.67,0.00,14,2224.8,37.07,2224.8,37.07,10.43,386.82,10/19/2021
-86.98582286,40.46806121,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,708,91.56,20.00,5.263,1.000,702.91,On,3.588,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.893,12.60,-459.67,0.00,15,3266.4,54.43,3266.4,54.43,8.698,473.48,10/19/2021
-86.98580231,40.46806120,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,709,90.14,20.00,5.722,1.000,702.86,On,3.901,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.995,12.60,-459.67,0.00,15,3423.8,57.05,3423.8,57.05,9.458,539.60,10/19/2021
-86.98578188,40.46806141,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,710,89.61,20.00,5.689,1.000,702.85,On,3.879,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.017,12.60,-459.67,0.00,15,3452.0,57.52,3452.0,57.52,9.403,540.93,10/19/2021
-86.98576112,40.46806117,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,711,90.36,20.00,5.788,1.000,702.78,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.789,12.51,-459.67,0.00,15,3683.7,61.38,3683.7,61.38,9.566,587.22,10/19/2021
-86.98574088,40.46806075,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,712,90.96,20.00,5.624,1.000,702.68,On,3.834,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.987,12.48,-459.67,0.00,15,3868.0,64.46,3868.0,64.46,9.295,599.12,10/19/2021
-86.98572047,40.46806009,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,713,91.60,20.00,5.689,1.000,702.62,On,3.879,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.256,12.50,-459.67,0.00,15,3543.6,59.05,3543.6,59.05,9.403,555.28,10/19/2021
-86.98570012,40.46805913,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,714,92.74,20.00,5.689,1.000,702.56,On,3.879,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.653,12.32,-459.67,0.00,15,3695.6,61.58,3695.6,61.58,9.403,579.10,10/19/2021
-86.98567981,40.46805841,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,715,92.68,20.00,5.656,1.000,702.57,On,3.857,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.924,12.32,-459.67,0.00,15,3821.1,63.68,3821.1,63.68,9.349,595.32,10/19/2021
-86.98565954,40.46805770,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,716,92.54,20.00,5.656,1.000,702.61,On,3.857,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,11.15,12.32,-459.67,0.00,15,4292.3,71.53,4292.3,71.53,9.349,668.72,10/19/2021
-86.98563929,40.46805700,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,717,92.47,20.00,5.656,1.000,702.61,On,3.857,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.70,12.32,-459.67,0.00,15,4121.8,68.69,4121.8,68.69,9.349,642.15,10/19/2021
-86.98561900,40.46805670,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,718,91.82,20.00,5.656,1.000,702.70,On,3.857,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.16,12.32,-459.67,0.00,15,3912.5,65.20,3912.5,65.20,9.349,609.55,10/19/2021
-86.98559835,40.46805622,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,719,91.64,20.00,5.755,1.000,702.67,On,3.924,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,11.32,12.32,-459.67,0.00,15,4285.4,71.41,4285.4,71.41,9.512,679.27,10/19/2021
-86.98557809,40.46805647,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,720,90.26,20.00,5.624,1.000,702.86,On,3.834,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,11.94,12.32,-459.67,0.00,15,4622.6,77.03,4622.6,77.03,9.295,716.00,10/19/2021
-86.98555753,40.46805704,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,721,89.01,20.00,5.722,1.000,702.79,On,3.901,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,11.38,12.32,-459.67,0.00,15,4330.2,72.16,4330.2,72.16,9.458,682.45,10/19/2021
-86.98553705,40.46805762,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,722,88.57,20.00,5.689,1.000,702.69,On,3.879,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,11.03,12.32,-459.67,0.00,15,4224.3,70.39,4224.3,70.39,9.403,661.94,10/19/2021
-86.98551463,40.46805738,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,723,90.06,20.00,6.247,1.000,702.59,On,4.259,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.38,12.32,-459.67,0.00,15,3617.6,60.28,3617.6,60.28,10.33,622.45,10/19/2021
-86.98549185,40.46805716,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,724,90.46,20.00,6.345,1.000,702.55,On,4.326,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,11.34,12.32,-459.67,0.00,15,3892.8,64.87,3892.8,64.87,10.49,680.35,10/19/2021
-86.98546936,40.46805700,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,725,90.58,20.00,6.247,1.000,702.52,On,4.259,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.709,12.32,-459.67,0.00,15,3385.0,56.41,3385.0,56.41,10.33,582.44,10/19/2021
-86.98544685,40.46805660,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,726,90.89,20.00,6.280,1.000,702.44,On,4.282,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.390,12.32,-459.67,0.00,15,2563.0,42.71,2563.0,42.71,10.38,443.30,10/19/2021
-86.98542444,40.46805606,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,727,91.47,20.00,6.247,1.000,702.34,On,4.259,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.126,12.32,-459.67,0.00,15,1787.3,29.78,1787.3,29.78,10.33,307.53,10/19/2021
-86.98540188,40.46805537,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,728,91.79,20.00,6.280,1.000,702.36,On,4.282,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,2.871,12.32,-459.67,0.00,15,995.59,16.59,995.59,16.59,10.38,172.20,10/19/2021
-86.98537962,40.46814004,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,729,262.98,20.00,5.361,1.000,702.39,On,3.655,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.871,12.36,-459.67,0.00,16,3197.5,53.28,3197.5,53.28,8.861,472.15,10/19/2021
-86.98540037,40.46813939,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,730,265.79,20.00,5.788,1.000,702.49,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.091,12.20,-459.67,0.00,16,3044.8,50.74,3044.8,50.74,9.566,485.38,10/19/2021
-86.98542111,40.46813922,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,731,267.95,20.00,5.755,1.000,702.42,On,3.924,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.12,12.08,-459.67,0.00,16,3829.8,63.82,3829.8,63.82,9.512,607.05,10/19/2021
-86.98544196,40.46813954,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,732,269.90,20.00,5.820,1.000,702.51,On,3.968,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.069,12.08,-459.67,0.00,16,3019.4,50.32,3019.4,50.32,9.620,484.06,10/19/2021
-86.98546294,40.46814007,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,733,271.15,20.00,5.853,1.000,702.65,On,3.991,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.995,12.13,-459.67,0.00,16,3347.1,55.78,3347.1,55.78,9.675,539.60,10/19/2021
-86.98548374,40.46814064,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,734,271.50,20.00,5.788,1.000,702.65,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.700,12.32,-459.67,0.00,16,3650.5,60.83,3650.5,60.83,9.566,581.93,10/19/2021
-86.98550440,40.46814101,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,735,271.15,20.00,5.755,1.000,702.76,On,3.924,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.213,12.31,-459.67,0.00,16,3486.9,58.11,3486.9,58.11,9.512,552.70,10/19/2021
-86.98552537,40.46814122,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,736,270.60,20.00,5.820,1.000,702.76,On,3.968,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.452,12.31,-459.67,0.00,16,3536.9,58.94,3536.9,58.94,9.620,567.02,10/19/2021
-86.98554619,40.46814149,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,737,271.00,20.00,5.788,1.000,702.80,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.47,12.31,-459.67,0.00,16,3940.5,65.66,3940.5,65.66,9.566,628.15,10/19/2021
-86.98556710,40.46814184,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,738,271.26,20.00,5.820,1.000,702.74,On,3.968,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.40,12.31,-459.67,0.00,16,3892.9,64.87,3892.9,64.87,9.620,624.08,10/19/2021
-86.98558792,40.46814220,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,739,271.36,20.00,5.788,1.000,702.79,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.43,12.31,-459.67,0.00,16,3926.8,65.44,3926.8,65.44,9.566,625.98,10/19/2021
-86.98560903,40.46814274,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,740,271.61,20.00,5.886,1.000,702.90,On,4.013,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.41,12.31,-459.67,0.00,16,3851.1,64.17,3851.1,64.17,9.729,624.34,10/19/2021
-86.98563001,40.46814331,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,741,271.97,20.00,5.853,1.000,702.92,On,3.991,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.46,12.31,-459.67,0.00,16,3893.4,64.88,3893.4,64.88,9.675,627.69,10/19/2021
-86.98565090,40.46814377,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,742,271.90,20.00,5.820,1.000,702.77,On,3.968,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.48,12.31,-459.67,0.00,16,3921.2,65.34,3921.2,65.34,9.620,628.63,10/19/2021
-86.98567184,40.46814444,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,743,272.11,20.00,5.820,1.000,702.88,On,3.968,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.741,12.31,-459.67,0.00,16,3645.0,60.74,3645.0,60.74,9.620,584.34,10/19/2021
-86.98569306,40.46814518,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,744,272.43,20.00,5.919,1.000,702.87,On,4.036,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.491,12.31,-459.67,0.00,16,3124.4,52.06,3124.4,52.06,9.783,509.35,10/19/2021
-86.98571398,40.46814592,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,745,272.55,20.00,5.820,1.000,702.75,On,3.968,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.028,12.31,-459.67,0.00,16,2630.0,43.83,2630.0,43.83,9.620,421.63,10/19/2021
-86.98573471,40.46814660,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,746,272.22,20.00,5.788,1.000,702.88,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.326,12.29,-459.67,0.00,16,2380.8,39.67,2380.8,39.67,9.566,379.52,10/19/2021
-86.98575594,40.46814728,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,747,272.35,20.00,5.919,1.000,702.80,On,4.036,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.182,12.31,-459.67,0.00,16,2274.8,37.91,2274.8,37.91,9.783,370.85,10/19/2021
